2153	250959
623	5743502
2089	6177992
2847	1130929
3973	4183228
245	304067
2461	11730070
1252	10544427
3962	7630643
2245	1433661
3347	4195109
2272	6122662
228	3768975
4365	1362792
1131	2017373
1889	242473
651	4172068
1331	5740729
4746	1780023
787	1056934
2652	6080544
2579	3458839
2163	11925002
376	7416067
2940	10805
1821	4356978
1093	916123
316	11587130
4259	3925947
4650	931657
3016	9505549
2586	1519371
1777	6195861
2051	1801669
1325	2817705
555	6138393
263	9110734
964	10540069
473	468219
471	3649050
4769	512734
1941	6172124
3102	2050218
3361	1507263
3741	2176601
3146	367681
870	783804
3575	4093060
4203	7652961
445	1366424
3014	28053
3428	9383227
2351	57386
841	179272
2225	6051456
440	6112046
2048	6188858
3788	8904336
2455	3910158
291	11549873
1149	6639263
3303	6182629
1330	5857990
510	6137018
2311	11724914
892	2103196
2144	6184064
898	6206897
229	4200521
1560	655867
3592	81085
2065	6167798
650	765399
3537	4012970
2260	6117198
840	6165142
2306	9173310
699	3519298
2499	366904
3696	3730402
673	10816364
3811	9172737
1332	8897517
2622	885882
2479	435626
365	11887806
3419	10517288
3175	9508607
648	6103789
3315	1919987
4656	5649482
3088	599268
2961	3391633
855	1361652
2147	1416887
4872	3497372
194	5725772
2878	6740673
912	5388019
702	1347892
3015	9300972
588	1483468
1537	1477895
4483	14213
1823	4227843
3824	8953778
819	7871007
1423	6182475
1522	10527671
3596	6511701
3749	1230169
354	12031841
1936	11716714
1066	11651420
508	10541171
431	6556955
3876	1862117
3954	6169865
1796	12516094
3010	6220990
4666	1767426
2957	3564503
4593	3275855
174	468281
4245	6157395
3593	6519259
4448	1386768
3705	1262162
2831	3953520
2317	213858
4777	10514801
4183	11338811
2145	10541742
2120	124544
183	6144992
3429	9068442
1430	823196
4348	11331349
3695	10540402
2414	2066714
4927	3800094
4042	9480700
4446	878311
4520	6206897
3515	6182629
387	3506095
396	9460526
3482	6437835
437	7417195
198	10529925
81	3499903
4892	10530385
2427	11298336
1639	1785548
925	5333
1529	3734851
2315	1089898
1544	10529455
3441	11895817
868	2180678
1710	7639627
2446	1747579
806	3832078
3050	9411935
4341	10516197
2872	120982
4453	1094833
4309	6227736
2108	451433
2556	6139235
2098	9295259
367	6235767
3383	7414488
2084	10512409
2379	9301812
738	441399
2813	72424
554	4231187
1071	6211936
3666	208163
894	2169250
2133	5735479
4184	11959006
4275	6931620
1873	6568583
373	10517813
866	2176363
1958	398628
2439	12862
1830	12579832
2312	1908737
3214	4072892
4004	11459514
3615	9214386
3367	1139219
1204	11594783
4279	476484
2858	438998
4151	11733715
4684	7412900
3843	6057216
2215	93344
4538	9301210
3208	1392093
2977	6173129
3119	9379256
3558	1548171
3080	694942
2021	6160026
2327	3651220
1879	11302432
4844	1882351
633	1257935
1701	11648376
447	1319223
4601	11306296
3877	1477879
2310	638779
4425	4020586
3902	6489629
1422	6179827
2289	10524422
2627	16033
4436	4096469
4329	11833597
795	655045
803	787702
4017	567518
945	9450257
666	1867535
1285	3670730
4755	10522779
3956	10002
4267	336877
2131	6090225
3043	10516222
3301	1494770
1613	1525326
1355	9188401
4036	5252181
3685	5648988
1790	8941726
910	10540951
2711	10518536
2681	11188385
1288	1825723
3443	1953069
2074	11304934
2029	6457835
4819	2097521
4725	4266133
2022	6458188
2738	11586583
4738	599613
762	1288586
2075	7642998
410	1132853
2619	7855805
196	6205101
3152	6932118
281	11633729
3781	9509184
438	10509677
3023	6981
2385	9508501
1612	11717069
997	3505863
1154	9509020
3791	9476232
1334	11728831
2936	5587676
3231	862009
1845	5688980
1162	1618099
3889	6104692
802	2120971
2621	5877502
269	7639105
2934	1029043
4956	6048337
2428	3677152
411	1181978
2101	31351
1607	1169854
4095	6182418
179	479280
556	533725
1079	11236778
4247	2000517
3291	6057216
2568	2334
451	370105
4201	11340850
2498	9313272
3407	5925862
3292	6182629
323	2140825
1723	10544281
2985	1023050
1473	840914
4521	4239344
2422	1410102
835	7653205
1596	10550281
3942	3634161
3881	1847840
4158	651430
4025	9821
3912	6047438
2578	3499183
4389	742734
1413	11335113
2931	413808
3378	19155
1342	2117392
432	1552304
4873	10529029
4391	4214476
615	9379995
3451	8970797
2705	9372648
3672	326878
2052	1820920
4253	6162984
1368	3898351
4354	669986
782	3975594
1034	6118580
1839	6931352
1993	6436198
1494	3571238
1479	6083865
2406	3874457
4108	288465
915	11559017
2695	9123643
453	429950
3810	3645904
2768	1514837
622	7411770
363	6215022
3801	645546
1254	854958
1734	9495352
4870	3573000
4737	12032561
90	6174426
4891	10538887
3516	3573000
933	6054424
391	7649591
2601	10600573
2238	269381
4808	6163406
4756	10538843
3357	2240005
4925	1340371
2344	3556642
741	3564613
119	11928935
3734	1686930
2819	2106530
4822	7413264
1803	11422696
2668	208098
1037	6505003
4922	4185717
2026	6445985
1140	1977380
2319	3415045
4149	1610045
3432	9051347
3316	228642
3131	1304124
481	598831
2085	6201711
3990	3279470
2411	10817996
2503	1019
3238	503782
4959	1743363
987	6463852
1279	2841013
3684	3432798
4440	306590
773	11211473
869	2262351
126	4009512
2916	11888460
1078	11099193
886	9045
2294	10536626
1420	7828488
2307	7416775
3051	10522818
2359	627261
1812	9137003
3955	10547424
1047	6125675
2615	3926545
3069	11182853
1275	9361505
837	7649910
2953	132636
1663	5706018
4144	373483
2490	918043
767	2779813
1717	9154827
2365	7407778
3074	285216
288	11650897
95	6216695
1022	2176365
896	3504677
2580	3475766
78	3629198
3331	1081483
2964	793693
1370	3874657
77	8916075
1193	1063964
4754	9564
3040	11181373
3607	5707
1761	7391668
1049	9239872
2449	1276147
1744	11133193
2298	991727
47	10531769
4964	258392
3306	3675664
478	1635492
3771	13076
1329	3501937
3460	10515310
644	3937393
2956	3595736
3830	5948643
2532	6551533
3932	343736
4574	1448609
2030	6442839
4257	364517
522	4189072
1805	10539902
414	7415622
1810	12696458
965	6102187
4999	434006
1562	966881
2127	6087584
2533	6123008
619	3994098
4470	9411506
3469	482378
617	312066
2325	3924175
1872	553245
2737	10533158
4866	6182629
1748	3597349
1088	12835
2938	137614
2076	12122654
3217	6126671
4855	11141016
2779	3360433
2194	11685506
1827	6174406
2572	6301462
1533	9325067
905	11089609
4604	3644345
2328	6719586
3849	827228
1636	366495
4931	1156469
3126	5649075
1446	22347
1357	11196905
3991	6207800
4686	5877943
2355	228732
215	3626646
4826	941
3988	11172912
1035	6515678
697	9066177
4534	1318598
4070	553203
2437	9413796
857	296067
3440	9410686
608	268963
3698	12026449
1324	90627
3837	10543522
525	509037
1629	5701854
4096	3571364
3121	3653744
2825	10525585
3271	1890735
2983	3688150
375	9046373
2476	6177476
3308	28213
786	7861203
2224	6050287
2382	10524539
2308	9066535
160	11966178
2295	10543579
3366	3923206
1038	12256867
456	9143830
2137	1780878
509	3581247
4462	9267139
2715	1310648
3552	2528582
729	12040173
820	870393
1696	9044049
3147	9052249
3899	6103793
4654	969512
3993	10540323
4837	12050581
1084	1056695
3312	1084107
3299	10535428
2682	1088720
1389	879554
609	1548
4477	7416149
4974	6047513
2135	3692764
480	1565253
2061	1436455
2459	11132975
3483	1788410
2254	8964
31	1587147
1029	4118591
1067	39619
2699	6117562
4240	6143736
1741	1248520
3360	6728712
4669	827107
3796	9185537
1800	9108176
2322	3573484
1619	6172443
1468	3860910
2412	1491926
4907	3787748
3388	5925862
1134	304244
1779	1095742
2607	934487
3026	7660
3018	8856
374	11940228
1003	257064
2448	1644648
2577	84512
530	6167940
82	4110238
3424	8962217
2853	3100710
2959	182210
3678	1107781
3302	6057216
2410	11563247
610	2270424
1418	8967943
2097	3658913
4930	3795933
4066	3934952
2390	6175706
1075	915698
4266	1497894
1732	640953
2904	6549301
2128	135212
1556	3532105
2339	902688
3971	5651667
2421	158757
342	1806935
1348	10540853
317	12043592
161	9460360
1557	6490098
3639	5917339
3851	1338284
620	6141361
1100	5645504
1676	6136290
222	6141264
605	6179488
14	4175736
1824	3823369
1497	10526012
2782	3337514
2729	8934190
540	1252503
1377	1361454
1055	6176125
668	6164452
2818	6168589
4068	356509
4821	11646168
3726	9273456
2229	35742
321	1271775
743	1193208
854	1788362
329	413909
2290	10537913
4148	581102
330	742706
4758	1014757
2094	2254937
3938	6296976
3520	3647377
1369	4228842
1642	11306135
3498	1775177
1887	2025725
2329	1748711
4205	1147362
848	7803990
2511	1812143
2704	10539980
1146	5695461
4751	10527758
1745	285006
2717	3663295
1266	6639845
3532	1469859
3420	9191473
3940	11329987
205	1376868
3426	8975127
2054	383813
483	5551985
4255	6162291
1746	7398869
3793	2190434
4612	978107
1749	11229348
1481	938104
1992	6453255
2523	9008025
4303	417701
4814	2028948
3400	2037840
1192	1563880
649	6102728
2973	1689623
3896	2094186
923	1229948
3828	6054248
4514	6178074
531	6168040
3381	7636299
358	11889758
2710	6227736
1565	10002
3594	6229999
208	9136480
490	10510600
1664	8297407
2553	10529792
958	1536018
3031	437389
3344	1649241
4251	6137092
3110	3728812
4478	6121325
477	3870350
2210	10512486
442	6123314
643	8298997
3184	9106920
3161	12032050
2888	1699800
1011	6222790
1647	8959160
3890	6124704
3905	1458554
1046	10537811
4986	11440155
3390	3561963
1949	10513343
501	2173013
2913	4131041
3555	7845521
527	9398737
3289	6095732
4438	3838300
2080	1147005
740	2235813
4239	3692764
3959	9045415
3477	6464886
274	9376638
110	9093714
4757	53053
2925	1056214
1444	10524444
1495	12031608
3270	587748
2683	9267066
2626	3573372
393	9406899
3461	7417369
4993	11431265
4106	4047926
3412	9101297
3844	6182629
1708	11144327
1415	11241045
2364	10542476
658	1481136
1886	1148033
3343	6743911
2709	8978203
2741	3519298
3226	6556884
1260	10543048
178	2009164
4471	11497882
1465	359300
3492	7405737
3442	9245940
895	6168882
1053	11573275
331	2254691
1807	4333820
3584	351784
1564	6206897
3225	6156932
3706	11196905
2142	561437
3067	11093259
1016	942213
2264	6511364
247	7414342
3864	1962650
3430	11909869
1227	10520520
3538	6197246
2443	5925862
4452	1583167
42	10532904
2933	3819155
270	11092961
1456	787763
1528	1788437
4394	12041092
3636	3275893
781	2243585
4898	572467
3150	1107993
1553	10527019
3321	11303580
552	519615
916	7640180
4291	6143736
2255	10516531
533	12031157
504	4260623
1152	6649050
545	1939078
4435	3655013
1258	1625124
1871	1861900
1534	2034700
2881	572700
3856	517522
4065	6223600
4032	563826
1648	9227160
25	5314217
1472	1234617
1362	11730070
877	6161923
3910	11653646
700	11978996
3976	6114176
3643	10533554
2019	6173690
2273	12257383
2211	7411329
667	10536044
2415	2040817
3507	3752296
2046	10529925
2086	1834576
920	191469
377	7413424
1829	12706993
4214	6237509
19	3368736
2278	11310319
559	4197489
745	1106223
2056	11707047
184	10541461
2700	1397305
3274	6386693
212	39868
3425	8961152
4778	10528548
2911	5878683
4216	3677891
2106	6175254
202	5735234
3142	9026623
1939	10521132
3431	7638628
4793	6167869
4909	4286587
2441	11340955
3903	6539679
1107	3499440
3807	952790
2481	1306649
978	6124950
3937	1777582
1492	10547924
2666	529485
2105	9821
3387	11455145
368	377132
3076	571821
2528	3464622
1347	3653744
4014	8942638
2338	1731536
3676	11568970
4308	3750571
4420	9410760
475	927996
121	2160801
2714	2034725
1820	11906720
684	6165077
967	6207800
4094	6653984
3033	1959937
860	6160420
3083	7802479
3570	10544360
4941	11744942
4743	6182779
2269	11959213
3335	576584
360	7653411
1236	11936908
891	366839
3268	818393
1516	11584060
661	765302
2617	616101
4347	10526460
4804	822724
671	302085
353	1147494
1763	460366
977	6125041
883	819223
4845	306613
752	182210
1815	4078641
362	6187407
850	10528160
4850	6115578
1336	6167798
3748	6156588
2018	6452913
2015	6461235
2673	1276124
3957	573145
156	738271
3840	10548964
3580	1270443
37	10515972
2117	11314293
3447	5925862
2966	1516368
4439	10517697
4803	2063310
1653	11713596
4580	9174376
1483	848472
1831	11716341
3772	6079
3668	891834
1486	3506131
4444	284887
4006	9245322
3675	1844738
4075	360975
2271	6519834
4290	3682705
798	498710
2898	6111142
138	1543768
4852	4039368
1772	11503479
1532	1763270
4472	11447840
3653	7846674
4381	4118877
665	1699975
3171	1181901
3000	429841
1188	6255793
2937	3826436
1142	410676
4147	1947707
532	6168097
364	12046400
3421	9033519
3567	7649400
4937	9053031
3861	7412518
1485	10812404
4901	11334568
3330	10547887
4346	6127834
2641	374640
339	1297257
2655	672990
838	1488712
1542	10547215
4215	12121367
479	1874569
1674	3668494
3078	11671214
2903	6125317
3021	1050187
953	6116172
1682	611259
4860	6141774
2146	1380666
969	6205783
2416	391915
4982	1248131
3098	11715506
1109	3413802
4392	1271611
1440	1161463
784	5812049
2954	3786193
2527	8897063
2458	3666981
4254	6169499
4336	10533824
4911	9140790
4026	1929
4326	348819
2113	6072076
516	5881055
973	5720302
2217	6165077
3598	6514318
2531	1267755
3635	11716714
742	218913
901	9397924
1770	10538824
2862	5351626
4045	3113320
2221	3085319
226	4145393
3187	12031982
2815	572361
3280	1858625
4328	915571
3101	11733536
2419	747958
924	1962790
3130	1874410
4076	1583300
4343	618351
952	6095216
621	4031020
167	5388939
4636	10518759
4074	392616
1987	10521570
2297	1610074
2191	1369110
2326	6726541
4519	6207800
1156	9249043
4047	5925862
616	4151042
2405	3939407
3806	9108965
3478	6464175
1893	11318566
2728	3276386
3013	6160794
4740	11721902
4663	7010
4027	1782863
791	1197086
1540	882542
2033	12257262
2148	866494
4524	6205783
62	11503165
1654	6051980
4530	6187836
1669	1479197
2747	6176316
4110	1319223
3166	1108153
64	11637208
2707	9121554
310	3552517
1245	11209740
4670	6659290
4388	733792
3286	1242374
1051	9074821
2944	733687
2212	1783393
962	6106988
3375	368198
2496	747036
1498	3478206
2845	3635642
1317	4650
271	1099106
4818	2199831
4633	6207800
3773	6930926
102	1782950
1433	366586
4297	1158659
4817	2239923
1756	9436600
4035	879586
3077	11210189
2460	11076553
1802	11204666
83	6173289
3402	11609706
865	2209620
1261	7625493
4469	9189707
4490	10536108
3324	853488
2335	6740694
4997	3665826
3981	6511632
2138	1046319
3986	8300174
2585	5742264
1297	7396421
4619	4221899
2669	930313
4353	11324772
1817	1037237
2597	910033
2353	1344191
2259	6122459
4316	1720105
2787	6544808
3611	6178251
4043	3506131
2552	11778718
2590	1100485
1964	303922
1638	1285808
4833	3990383
2529	11234643
688	886216
968	6206897
1618	12046400
1168	10517664
754	1129178
511	11591030
241	3674658
3162	11437644
3494	135169
1968	10544644
3	6205783
959	292632
3719	3828203
603	778902
4293	641386
4565	4326093
1555	10533432
455	3935522
660	28053
3944	3503408
472	1499424
1155	3351817
4934	163008
428	269261
4828	11338572
826	1481077
4920	4184806
2604	917985
3249	11299967
2543	8954156
4915	12594872
2951	98979
2868	341446
436	13814
706	10526967
913	10519515
2027	6464311
1246	4013732
550	11925424
1505	306273
1884	1524627
4843	301536
28	2814842
2980	1531927
1196	3672677
2409	4233079
4262	3531124
1666	3653186
3229	104679
4071	1132778
4300	1238270
646	6111179
3053	373360
326	869545
1671	3513259
3048	9087620
2028	6464764
2685	6477358
2539	6046100
1866	818105
334	3412055
1036	10520986
2454	1735810
1994	6437835
4461	11677649
3522	9379824
1030	9183494
3295	5925862
1683	6136640
1568	1537748
654	10538038
2948	3156919
4456	813684
984	6123895
1202	9191097
1395	6184064
1143	423118
4450	1820952
231	543196
1045	5760528
592	1825508
3243	101278
3743	3687406
1849	1457955
2646	6156498
4385	8947171
1180	6173832
1752	11233737
2902	392690
3167	9417620
3466	6173155
4487	1704963
4062	11503165
1855	4283086
808	11298707
2077	12046400
2984	550291
4928	3782094
3808	8955322
1842	1104714
3046	1840462
602	888494
3174	9508670
3485	6221864
4055	1550563
2821	11335934
4865	6057216
4064	4042818
1383	6544808
1799	9174737
476	7402359
3603	10520757
1464	869959
180	74583
2522	9201784
3444	8924357
3386	1248339
189	7384454
4611	1780023
4965	1797340
3255	6169888
2987	6186534
4609	3537757
3554	3764564
4966	8929019
3885	5876779
2671	1171281
3294	9175213
1185	10545499
122	6208166
3794	9234414
4596	3662237
4810	11339173
836	7411695
3565	6054708
3355	787876
2544	9511712
4921	3496846
2501	7646832
1989	10541397
3972	5751498
3597	6494439
3562	11485057
3190	9190761
696	9313599
1269	1239454
4315	5687965
3530	9440542
3401	3667940
175	3683785
2267	6207359
3873	11578622
1251	3990526
1360	1147542
4529	4290235
2905	1161351
4040	8950676
2576	11721977
3328	799045
4292	484006
244	6141190
4742	6184835
3148	1844533
3170	10546156
3149	1440642
1150	6636400
1385	1213152
2345	10543987
3673	11504035
3159	366916
3978	9393199
1163	1200548
4573	42542
4298	1974658
1551	10534664
2413	878365
1531	10511177
792	2159429
3264	3345439
3733	3820903
3329	6476973
290	11503101
1218	11472233
4463	9498875
2239	641386
48	3334281
2958	3159526
3337	1150332
4238	11335131
1695	558993
1995	6462533
1753	1567032
58	6458475
4088	6629892
3838	1412815
2337	6137018
67	6223600
2716	1361580
3514	6057216
4229	1230203
4073	1694725
4139	9217371
1019	5651432
1885	203886
50	9391847
774	191506
4098	3567544
3467	1671207
853	5626329
2126	12111829
2228	5411262
3835	1573794
2340	1026621
2232	6104953
409	256975
919	324851
884	11395485
3563	1138230
2090	6216740
1899	9460724
1194	1594198
1241	11133193
4295	1977500
93	1772164
1048	9414367
2005	6452902
3527	6187477
981	11880941
2231	6121099
2346	1560753
4356	3581808
4258	3765728
2892	6126443
1593	3672308
4576	6139252
2115	6073347
1530	11668494
2156	11137804
3891	6101686
4801	6167798
3389	2782890
3869	3723102
3128	9282177
1920	872206
3860	10545605
1170	10527240
4278	1023481
1731	6214062
1253	3745118
2589	242712
3826	5564622
3713	11730070
876	6169188
151	4073623
4306	564968
2237	6141359
4033	7766876
1541	6528552
2378	9457396
2801	7413147
4508	2135115
1848	11335261
246	372554
1306	3678439
583	732789
10	10513636
1608	201204
1390	858207
1238	11577780
1535	435863
812	341547
325	760282
282	9231668
3232	5589038
789	594877
849	834104
4829	1138300
1922	10812933
2240	3509029
3601	6488906
1851	10811462
4766	938101
2432	5918805
2895	6128888
4760	2246972
2742	6951
2755	179430
1806	6203160
3248	6123985
4486	10527103
4234	6142921
3647	11335001
3723	11879751
581	1276182
776	11957617
4910	3789390
3036	3577285
1411	1878143
4897	11298852
3326	11323004
2392	11711728
2041	6651294
2515	9041789
4408	4228141
162	1713412
2376	1308272
4869	9439203
2491	6203715
1314	3540656
3688	7635214
2836	3384265
84	6230772
3831	3480303
2202	11959140
2837	3410965
4182	11715200
3456	10522632
2889	29550
2109	6931620
200	81168
4629	1490618
1673	468196
861	11722669
3453	9173728
1715	1499385
2032	6474769
2356	2078550
974	3929447
1289	10548700
30	11437769
1755	3856467
2440	4200782
3983	3805685
496	3898592
4270	6142125
750	6168882
2262	6492467
4052	6206897
1104	3567170
56	3674161
2279	6499809
1197	5925862
1621	3583610
3704	7650172
369	793
1675	10805
1965	397793
574	975638
930	1710014
2341	1727291
2924	6091666
1819	12458997
3789	5666161
606	884085
2816	11731648
243	6932821
3797	11229105
3906	6173744
1847	10817652
1431	999084
1644	6157001
1804	4219858
3984	5546579
266	10524313
1097	3226909
1092	9413198
1706	11607777
3799	11587213
4957	9249372
319	10525899
4475	11146246
2559	6141872
4667	1834524
2044	11746454
43	10521297
4640	1768176
3056	10520694
3241	6123751
3714	11094398
1475	1934235
4378	10512497
1582	7411996
4384	9368470
2600	999070
614	3929926
4048	9179122
4933	9500362
3123	533839
670	6156228
3468	306663
4049	11438354
3519	4195048
427	11133347
3276	177209
1571	427339
2869	12027286
4162	1763485
553	6137096
2452	1301993
4868	4012952
3339	1499434
2266	6121550
1646	6207800
2447	7413878
1091	6140141
1569	466519
653	5634791
940	7646970
1733	9264205
1392	1167084
1668	4662
4072	613389
3223	6123409
2793	6186213
4164	1649780
3605	6169954
3376	10538688
1378	1453294
3039	4089527
2420	733935
1315	3359431
2963	315494
2253	9062
3669	9434408
4790	2224426
1765	11704563
3770	7414325
1720	6213698
2371	1287865
3609	6277775
4031	754999
4196	11650897
219	288253
1488	6136970
3977	9411477
2292	10538138
1713	9457803
624	3557151
1707	11586983
2493	3421428
1137	226200
1396	974761
4264	8298864
3523	11167644
3273	1181856
1670	1102047
2091	6192095
4109	5768106
3261	5710029
236	3647365
372	10515253
3985	5452907
645	6716032
4310	435900
611	222913
3177	9096829
40	7639704
1184	6175607
1947	1883053
3219	5722914
1470	6184123
4037	8968376
21	9414738
4953	9351575
3656	6133548
4668	1539803
3111	11585080
1337	822724
2247	466784
1263	10524862
1043	11433237
172	6138486
4282	6074446
223	1173562
2897	6201349
1424	1490618
566	10530113
4204	7656924
3168	1107781
2190	10514874
2846	4182
4839	6180812
27	5353907
3646	9431
1617	1785580
370	6202178
388	3920900
3880	11648393
2010	9042866
1359	7652262
3438	9374761
1463	6445083
3154	4212309
2824	11659567
880	9054
2588	3926702
3145	1208894
993	1344503
348	1821406
2151	6206897
506	3365659
1620	12047240
4653	3640418
4120	3864478
4767	1062516
1865	435886
4908	3335675
917	556310
268	509063
733	463955
1552	10530658
4367	3738969
828	2191729
4917	9498372
2873	2247219
3557	9414276
4775	1116458
2558	3918760
2473	10528166
921	7414473
2043	12027510
676	11113960
961	6115517
2844	519929
4535	10522440
4812	2094128
4441	675245
2773	214136
1388	10002
4787	6739204
1711	3965399
2114	12113101
240	49342
1095	6157001
4304	1404658
238	1448838
4241	11300002
1759	177280
3189	10592746
737	5719289
2828	7850171
2906	6123993
1343	120982
3865	818720
1031	5870273
2251	654364
3325	6203218
519	1533832
692	11139693
164	1702424
4816	2232028
3001	1775015
4912	3716207
225	1705769
3455	59143
3439	7645514
136	9450103
2375	52979
3989	3953899
4217	11337687
2020	6168485
1200	5321069
2246	2009295
3820	1840583
3136	6478054
467	6742601
3707	9236006
4022	10516859
3803	11339552
4809	813667
2324	6745629
3143	825637
4218	6212725
1545	10529492
2288	1816582
2252	1369261
4154	576593
4797	6168076
971	7408999
3311	1426493
4838	6209836
4967	9022722
659	6183213
3230	3979910
589	6207800
3625	12591035
4811	186034
3346	3642040
4649	1812427
2702	11340555
3124	6138643
1863	1423361
3462	662117
2435	3679526
3422	9177037
3297	10533016
1536	1166956
1311	10513885
4277	302123
582	4214527
4063	9065180
2282	11326595
563	10531888
2725	2541001
2834	6459998
4940	11124588
23	9047143
1511	2057031
314	5612394
2848	1828483
3296	5560676
450	369776
3821	11203378
1145	5691732
1525	1332348
4449	2258112
446	2844095
1425	3624877
3194	7403181
4744	11304469
233	463237
3254	11732825
3097	6182629
2653	3601141
562	6655958
1083	12122537
3842	1934224
1	6206897
927	10545077
235	3516839
199	6141572
897	9259308
383	1610042
1199	3779616
3934	478712
4561	3537908
4152	6139848
2423	12457266
573	986469
3786	1767540
2256	10544878
3921	644121
2451	1705348
3590	253271
4390	1767543
1187	10517252
1427	407774
344	1803085
2457	1753103
956	6113344
1616	2060059
3427	9174622
863	1326576
2750	11957665
3750	6142352
204	6157001
1072	9508946
3164	6179826
5	7412064
124	1775181
2972	1694601
811	3887831
8	10543543
2112	6090026
1547	11320219
389	9475929
1793	11581549
424	599703
4614	573044
1954	10537480
4054	9435321
2561	115108
2703	11349479
4571	638752
4069	11962932
4101	6135380
3362	4167751
3817	1775217
3341	3673895
2978	11715007
2233	1689836
2582	269125
1039	6123601
2506	10517792
197	6162253
1986	6200101
397	11235444
112	2103095
4405	9473125
3495	9464
903	11181924
218	611365
2121	190171
4018	9383694
3342	3675537
3982	3647094
3775	6211185
3503	359046
839	10523730
2817	1229915
4338	616262
3648	12173873
3897	6119295
3006	1131074
1546	7396452
2798	8513
1738	135287
1742	9280813
1482	2536
2270	311680
3569	3870230
647	6522681
49	6229999
821	1380711
890	1426754
1201	9508758
87	6189548
1058	973348
529	6159097
4233	1229999
2150	1056792
4265	1499541
1041	11805287
3473	994264
2162	4006581
1762	7388800
595	11088567
